"","Opération","Division","Description","Designation","TypeUnité","TypeProduit","NombreUnité","StatutADV","Superficie","PrixUnitaire","PrixTotal","NuméroClient","Client","Dossier","TypeDocument","DésignationTypeDeDocument","Création","Vers1","Vers2","Vers3","TotalVersement","VersRegularis","TropPerçuRéglé","TropPerçuNonRéglé","ResteàPayer","TotalAvances"
"6894","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,81.5,4785.28,390000,"10622414","Pauli Pollok","21636169","ZVL ","Vente libre         ",2018-10-23,156000,117000,0,273000,0,0,0,117000,273000
"3541","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11024096","Malia Bowater","21616814","ZVL ","Vente libre         ",2017-11-15,34000,17000,0,51000,0,0,0,17000,51000
"4106","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,150,2200,330000,"10600963","Arline Dufton","21230650","ZVL ","Vente libre         ",2012-06-15,99000,66000,66000,231000,0,0,0,99000,231000
"287","180104.01",1802,"Berkane                       ","25011-BOUGHRIBA                         ","LOT HABITATION           ","LOTS PROMOTIONNELS R+1 RDC COMMERCIAL   ",1,3,156,1397.69,218040,"10627144","Callean Puckring","21230767","ZVL ","Vente libre         ",2013-09-04,86940,65550,0,152490,0,0,0,65550,152490
"1787","180387.01",1805,"Taourirt                      ","99201-ANNASR A TAOURIRT                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,119,461.34,54900,"10614055","Tanitansy Hambly","21213442","ZVL ","Vente libre         ",1955-05-03,0,0,0,0,0,0,0,54900,0
"2491","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10628097","Eduard Wemyss","21212103","ZVL ","Vente libre         ",2013-09-13,14700,14700,0,29400,0,0,0,26600,29400
"3216","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,110,1000,110000,"10618284","Hermine Olivey","21219132","ZVL ","Vente libre         ",2016-04-14,27500,27500,0,55000,0,0,0,55000,55000
"1776","180387.01",1805,"Taourirt                      ","99201-ANNASR A TAOURIRT                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,99,450,44550,"10613712","Ulick Emmins","21225908","ZVL ","Vente libre         ",1995-05-03,0,0,0,0,0,0,0,44550,0
"2173","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,105,1000,105000,"10608062","Lynde Springtorp","21228694","ZVL ","Vente libre         ",2014-08-13,26250,26250,26250,78750,0,0,0,26250,78750
"1627","180330.01",1805,"Taourirt                      ","19141-ZAE TAOURIRT                      ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,338,900,304200,"11110701","Vincenz Tunnoch","21738569","ZVL ","Vente libre         ",2020-10-12,30000,0,0,30000,0,0,0,274200,30000
"417","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,109,1800,196200,"11086582","Cedric Barnewelle","21733925","ZVL ","Vente libre         ",2020-07-06,50000,0,0,50000,0,0,0,146200,50000
"2150","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,115,1000,115000,"10629033","Willow Meadmore","21244913","ZVL ","Vente libre         ",2015-09-02,28750,28750,28750,86250,0,0,0,28750,86250
"6899","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,81.5,4785.28,390000,"11075286","Deanna Ashenhurst","21657569","ZVL ","Vente libre         ",2019-05-14,60000,60000,0,120000,0,0,0,270000,120000
"4292","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,159,1764,280476,"10615247","Leonard Sleeman","21214286","ZVL ","Vente libre         ",2013-12-05,70119,70119,70119,210357,0,0,0,70119,210357
"5373","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,154.4,2200,339680,"10594599","Micheline Harradine","21630124","ZVL ","Vente libre         ",2018-07-04,80000,0,0,80000,0,0,0,259680,80000
"318","180127.01",1804,"Jerada-Figuig                 ","15201-GHIZLANE TENDRARA                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,154,435,66990,"10624365","Ivonne MacDowall","21212712","ZVL ","Vente libre         ",2014-09-19,33495,0,0,33495,0,0,0,33495,33495
"2108","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,123,1155,142065,"10640421","Orazio Swanne","21478453","ZVL ","Vente libre         ",2016-07-15,35500,5500,30000,71000,0,0,0,71065,71000
"2468","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10588492","Jessi Shalcros","21234548","ZVL ","Vente libre         ",2013-09-16,18200,18200,28200,64600,0,0,3000,0,64600
"4344","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,133,1929,256557,"10614902","Stinky Thome","21215773","ZVL ","Vente libre         ",2013-09-10,64139,64139,0,128278,0,0,0,128279,128278
"34","180011.01",1802,"Berkane                       ","5381-C COM SAIDIA                       ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,2,13,17692.31,230000,"11074416","Windy Esseby","21657238","ZVL ","Vente libre         ",2019-05-03,50000,0,0,50000,0,0,0,180000,50000
"6534","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"10605899","Elberta Pietroni","21634475","ZVL ","Vente libre         ",2018-09-28,36000,36000,0,72000,0,0,0,48000,72000
"6124","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,103,1700,175100,"11126230","Moria Welch","21747645","ZVL ","Vente libre         ",2021-04-28,52530,52530,0,105060,0,0,0,70040,105060
"3331","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,192,1312.5,252000,"10624168","Ivy Seargeant","21232690","ZVL ","Vente libre         ",2015-10-08,63000,63000,63000,189000,0,0,0,63000,189000
"2563","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"11059010","Sashenka Critchley","21638529","ZVL ","Vente libre         ",2018-12-05,30800,0,0,30800,0,0,0,30800,30800
"6506","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11058269","Heloise McCudden","21637956","ZVL ","Vente libre         ",2018-11-28,36000,36000,24000,96000,0,0,0,24000,96000
"6177","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1800,180000,"11053990","Mavis Marklew","21635018","ZVL ","Vente libre         ",2018-10-04,54000,54000,36000,144000,0,0,0,36000,144000
"3601","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11015476","Morgen Domb","21610677","ZVL ","Vente libre         ",2017-08-03,34000,17000,0,51000,0,0,0,17000,51000
"3581","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11024448","Bradford Nussgen","21617003","ZVL ","Vente libre         ",2017-11-20,34000,17000,0,51000,0,0,0,17000,51000
"5914","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,514,400,205600,"11075638","Nola Nolder","23193404","ZAF ","Vente Affectation   ",2020-05-06,154200,51400,0,205600,0,0,0,0,205600
"3971","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1837.5,229687.5,"10627640","Chloris Mulleary","21250918","ZVL ","Vente libre         ",2012-06-13,70000,46000,0,116000,0,0,0,113687.5,116000
"6753","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,150,2000,3e+05,"11058208","Reggis Dureden","21637909","ZVL ","Vente libre         ",2018-11-28,90000,90000,0,180000,0,0,0,120000,180000
"2356","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+6                  ",1,2,444,2800,1243200,"10992241","Cindie Loffill","21732885","ZVL ","Vente libre         ",2020-06-15,621600,0,0,621600,0,0,0,621600,621600
"4510","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,105,600,63000,"10678529","Tanney Longina","21493958","ZVL ","Vente libre         ",2017-04-27,37400,0,0,37400,0,0,0,25600,37400
"5381","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,171.2,2500,428000,"10589451","Diahann Tedstone","21610454","ZVL ","Vente libre         ",2017-08-02,128400,50000,150000,328400,0,0,0,99600,328400
"5664","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,161.4,2350,379290,"10594599","Siouxie Gammons","21630128","ZVL ","Vente libre         ",2018-07-04,80000,0,0,80000,0,0,0,299290,80000
"4771","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.95,1400,134330,"11079588","Dian Bettles","21748185","ZVL ","Vente libre         ",2019-07-13,40299,40299,0,80598,0,0,0,53732,0
"3818","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1155,115500,"11025629","Irwin Lukacs","21617771","ZVL ","Vente libre         ",2017-12-04,28875,57750,0,86625,0,0,0,28875,86625
"871","180225.01",1801,"Agence Oujda                  ","8901-LOTIS ESSAADA MCO                  ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,95,2090,198550,"10643145","Stacee Attkins","21479918","ZVL ","Vente libre         ",2016-08-09,99275,50000,49275,198550,0,0,0,0,198550
"5690","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,285.1,1400,399140,"11082479","Thorstein Tidridge","21661344","ZVL ","Vente libre         ",2019-08-16,134000,0,0,134000,0,0,0,265140,134000
"6961","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,81.5,4785.28,390000,"10608853","Sheppard Condon","21660803","ZVL ","Vente libre         ",2019-07-29,97500,97500,97500,292500,0,0,0,97500,292500
"3815","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,105,1155,121275,"10923448","Annora Halliwell","21618221","ZVL ","Vente libre         ",2017-12-11,60637.5,0,0,60637.5,0,0,0,60637.5,60637.5
"4592","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,85,603.53,51300,"11107884","Diannne Pottery","21736670","ZVL ","Vente libre         ",2020-09-03,25400,0,0,25400,0,0,0,25900,25400
"3765","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1155,138600,"11022970","Bobbie Brothers","21615931","ZVL ","Vente libre         ",2017-10-31,69300,34650,0,103950,0,0,0,34650,103950
"1402","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,140,540,75600,"10652840","Nance Burtwhistle","21486314","ZVL ","Vente libre         ",2016-12-14,30240,0,0,30240,0,0,0,45360,30240
"2888","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,120,1210,145200,"11056787","Sheryl Collough","21636848","ZVL ","Vente libre         ",2018-11-05,72600,36300,36300,145200,0,0,0,0,145200
"490","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,128,1850,236800,"10595202","Manolo O'Growgane","21622319","ZVL ","Vente libre         ",2018-02-14,56000,60000,56000,172000,0,0,0,64800,172000
"6848","180621.02",1802,"Berkane                       ","RESIDENCE FERMEE R+1 GREEN HOUSE SAIDIA ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,85,5941.18,505000,"10403885","Tarrance Towler","21658566","ZVL ","Vente libre         ",2019-06-13,126250,0,0,126250,0,0,0,378750,126250
"403","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,129,1800,232200,"11052407","Gian Lilleyman","21633853","ZVL ","Vente libre         ",2018-09-20,58050,58050,58050,174150,0,0,0,58050,174150
"613","180162.01",1804,"Jerada-Figuig                 ","98151-MASSIRA ANOUAL                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,100,60,6000,"10608031","Lorilyn O'Fallone","21220337","ZVL ","Vente libre         ",2000-01-01,3000,0,0,3000,0,0,0,3000,3000
"85","180018.01",1804,"Jerada-Figuig                 ","99501-RYAD BOUARFA                      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA BANDE          ",1,3,200,750,150000,"10624051","Wrennie Grelka","21232987","ZVL ","Vente libre         ",2014-12-18,70000,0,0,70000,0,0,0,80000,70000
"1456","180304.02",1804,"Jerada-Figuig                 ","10522-AMAL TR2 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,96,460,44160,"10644046","Dean Derham","21480591","ZVL ","Vente libre         ",2016-08-19,20000,8000,0,28000,0,0,0,16160,28000
"6518","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053832","Beatrice Ough","21634874","ZVL ","Vente libre         ",2018-10-03,36000,36000,48000,120000,0,0,0,0,120000
"794","180197.01",1803,"Nador - Driouch               ","7311-AL MANAR ZAIO                      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,166,1827,303282,"10634560","Breena Scamaden","21480703","ZVL ","Vente libre         ",2016-08-22,60000,30000,60000,150000,0,0,0,153282,150000
"5496","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,184.4,2500,461000,"10654872","Ginger Lavell","21613031","ZVL ","Vente libre         ",2017-09-13,70000,0,0,70000,0,0,0,391000,70000
"556","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+6 RDC COMMERCIAL   ",1,2,333,2800,932400,"10584322","Prudi Shitliffe","21658991","ZVL ","Vente libre         ",2019-06-24,150000,0,0,150000,0,0,0,782400,150000
"5858","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,165,400,66000,"11075638","Becca Dubock","23193331","ZAF ","Vente Affectation   ",2020-05-06,49500,16500,0,66000,0,0,0,0,66000
"828","180219.01",1805,"Taourirt                      ","29121-ZAITOUNE 1-2 TR                   ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,3,100,376.2,37620,"10627865","Luther Twigg","21240782","ZVL ","Vente libre         ",2012-11-22,17000,0,0,17000,0,0,0,20620,17000
"4433","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,150,1984.5,297675,"10624061","Marni Benedito","21219260","ZVL ","Vente libre         ",2014-12-23,80000,84000,133675,297675,0,0,0,0,297675
"1814","180387.01",1805,"Taourirt                      ","99201-ANNASR A TAOURIRT                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,341,372.2,126920,"10620309","Fionnula Fairham","21215703","ZVL ","Vente libre         ",1995-05-03,0,0,0,0,0,0,0,126920,0
"1655","180330.01",1805,"Taourirt                      ","19141-ZAE TAOURIRT                      ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,170,900,153000,"11110702","Biddie Sendley","21738570","ZVL ","Vente libre         ",2020-10-12,30000,0,0,30000,0,0,0,123000,30000
"436","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1825,219000,"11041947","Luca Handy","21627897","ZVL ","Vente libre         ",2018-05-15,54750,30000,40000,124750,0,0,0,94250,124750
"4218","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,163,1915,312145,"10628096","Willie Wroe","21235654","ZVL ","Vente libre         ",2013-10-10,78036.25,50000,50000,178036.25,0,0,0,134108.75,178036.25
"6906","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,81.5,4785.28,390000,"11055124","Lucille Barrand","21635657","ZVL ","Vente libre         ",2018-10-15,156000,84000,0,240000,0,0,0,150000,240000
"6345","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11058279","Sayer Twaite","21637962","ZVL ","Vente libre         ",2018-11-28,36000,36000,24000,96000,0,0,0,24000,96000
"3145","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,140,1155,161700,"10584824","Karoly Vango","21231857","ZVL ","Vente libre         ",2013-09-12,42693.75,42693.75,42693.75,128081.25,0,0,0,33618.75,128081.25
"2628","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10607978","Richardo Gummer","21226235","ZVL ","Vente libre         ",2014-08-06,15400,15400,15400,46200,0,0,0,15400,46200
"651","180171.01",1804,"Jerada-Figuig                 ","98001-AMAL 1 A AIN BENI MATHAR          ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,147,350,51450,"10593606","Kelbee Roxbee","21236794","ZVL ","Vente libre         ",2000-01-01,46600,0,0,46600,0,0,0,4850,46600
"735","180174.01",1804,"Jerada-Figuig                 ","98021-AMAL 3 A AIN BENI MATHAR          ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,132,292,38544,"10615885","Hobart Heibel","21221809","ZVL ","Vente libre         ",2009-11-04,5000,0,0,5000,0,0,0,33544,5000
"3472","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11014544","Ann Stanistreet","21609828","ZVL ","Vente libre         ",2017-07-26,34000,0,0,34000,0,0,0,34000,34000
"3453","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,935,74800,"11015594","Leopold Fonteyne","21610714","ZVL ","Vente libre         ",2017-08-03,37400,18700,0,56100,0,0,0,18700,56100
"5455","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,161.4,2350,379290,"11100753","Mose Heselwood","21731917","ZVL ","Vente libre         ",2020-04-14,126000,126000,0,252000,0,0,0,127290,252000
"3886","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4                  ",1,2,216,2120,457920,"10734083","Jeanette Tinsey","21745665","ZVL ","Vente libre         ",2021-03-10,3e+05,0,0,3e+05,0,0,0,157920,3e+05
"1976","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1155,144375,"10596868","Clemente Robillart","21213594","ZVL ","Vente libre         ",2014-10-31,36093.75,36093.75,0,72187.5,0,0,0,72187.5,72187.5
"5855","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,146,400,58400,"11075638","Cristine Enterle","23193328","ZAF ","Vente Affectation   ",2020-05-06,43800,14600,0,58400,0,0,0,0,58400
"5904","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,203,398.03,80800,"11075638","Leighton Gabbatiss","23193389","ZAF ","Vente Affectation   ",2020-05-06,60600,20200,0,80800,0,0,0,0,80800
"5460","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,161.4,2350,379290,"10594412","Con Harbour","21625889","ZVL ","Vente libre         ",2018-04-04,1e+05,0,0,1e+05,0,0,0,279290,1e+05
"5265","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,139.1,2150,299065,"11068157","Thorpe Bendon","21652933","ZVL ","Vente libre         ",2019-02-22,89719.5,74766.25,74766.25,239252,0,0,0,59813,239252
"3569","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11015433","Mikel Affron","21610567","ZVL ","Vente libre         ",2017-08-02,34000,17000,0,51000,0,0,0,17000,51000
"869","180225.01",1801,"Agence Oujda                  ","8901-LOTIS ESSAADA MCO                  ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,2090,209000,"10613003","Johan Bessell","21479032","ZVL ","Vente libre         ",2016-07-26,104500,40000,64500,209000,0,0,0,0,209000
"5822","180438.01",1802,"Berkane                       ","LOTISSEMENT ALIA A AKLIM                ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,117,1450,169650,"11043367","Kaylee Phettiplace","21628717","ZVL ","Vente libre         ",2018-06-05,67860,33930,67860,169650,0,0,0,0,169650
"1357","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,120,500,60000,"10618759","June Coomes","21212475","ZVL ","Vente libre         ",2015-11-04,26880,33120,0,60000,0,0,0,0,60000
"6313","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11055767","Timothea Hinzer","21636075","ZVL ","Vente libre         ",2018-10-22,36000,36000,48000,120000,0,0,0,0,120000
"6689","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,105,1300,136500,"11053940","Melicent Harroway","21634978","ZVL ","Vente libre         ",2018-10-04,40950,40950,54600,136500,0,0,0,0,136500
"6634","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11073937","Fernando Heffy","21656923","ZVL ","Vente libre         ",2019-04-25,36000,36000,48000,120000,0,0,0,0,120000
