"","Opération","Division","Description","Designation","TypeUnité","TypeProduit","NombreUnité","StatutADV","Superficie","PrixUnitaire","PrixTotal","NuméroClient","Client","Dossier","TypeDocument","DésignationTypeDeDocument","Création","Vers1","Vers2","Vers3","TotalVersement","VersRegularis","TropPerçuRéglé","TropPerçuNonRéglé","ResteàPayer","TotalAvances"
"6611","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11054131","Bartel Swyndley","21635104","ZVL ","Vente libre         ",2018-10-05,36000,36000,48000,120000,0,0,0,0,120000
"3135","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,130,1155,150150,"10626432","Charla Sutty","21218069","ZVL ","Vente libre         ",2015-07-02,37600,37600,37600,112800,0,0,0,37350,112800
"4289","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,144,2205,317520,"10589851","Kearney Collum","21219104","ZVL ","Vente libre         ",2013-09-09,79380,0,0,79380,0,0,0,238140,79380
"2931","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,126,1210,152460,"10628853","Cordell Gullen","21227094","ZVL ","Vente libre         ",2013-12-16,46860,46860,0,93720,0,0,0,58740,93720
"842","180219.01",1805,"Taourirt                      ","29121-ZAITOUNE 1-2 TR                   ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,3,99,391.52,38760,"10607770","Perry Gofford","21230726","ZVL ","Vente libre         ",2006-06-26,15500,13260,0,28760,0,0,0,10000,28760
"600","180162.01",1804,"Jerada-Figuig                 ","98151-MASSIRA ANOUAL                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,180,60,10800,"10587818","Roxie Ziemens","21211914","ZVL ","Vente libre         ",2000-01-01,5400,0,0,5400,0,0,0,5400,5400
"4123","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,195,3120,608400,"10575935","Catherina Anger","25004380","ZCD ","Vente conditionnée  ",2016-08-24,71000,108000,151000,330000,0,0,0,278400,330000
"4478","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,154,2362.5,363825,"10597096","Gweneth Calveley","21212465","ZVL ","Vente libre         ",2013-10-30,70000,60000,250000,380000,0,0,16175,0,380000
"268","180089.01",1801,"Agence Oujda                  ","24481-AFAK LOTISSEMENT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,171,2250,384750,"10587103","Colan Doig","21215429","ZVL ","Vente libre         ",2009-04-01,161000,40000,0,201000,0,0,0,183750,201000
"6348","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053194","Glynda Gue","21634358","ZVL ","Vente libre         ",2018-09-27,36000,36000,48000,120000,0,0,0,0,120000
"5212","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,132,2400,316800,"11015834","Kort Bedo","21611207","ZVL ","Vente libre         ",2017-08-09,95040,79200,40000,214240,0,0,0,102560,214240
"1644","180330.01",1805,"Taourirt                      ","19141-ZAE TAOURIRT                      ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,208,900,187200,"10703425","Gerta Trenbay","21738412","ZVL ","Vente libre         ",2020-10-07,30000,0,0,30000,0,0,0,157200,30000
"1253","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"11078933","Lottie Glossop","21659539","ZVL ","Vente libre         ",2019-07-03,35000,0,0,35000,0,0,0,132800,35000
"4586","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,86,596.51,51300,"10678989","Bud Spittle","21494354","ZVL ","Vente libre         ",2017-05-08,10000,16000,0,26000,0,0,0,25300,26000
"6160","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1750,175000,"11070063","Martha Fauning","21654682","ZVL ","Vente libre         ",2019-03-11,52500,52500,35000,140000,0,0,0,35000,140000
"4498","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA BANDE          ",1,3,254,1796,456184,"10600335","Alic Clutton","21215583","ZVL ","Vente libre         ",2013-09-25,153760,115000,268760,537520,0,0,81336,0,537520
"6730","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11059143","Gabriellia Campey","21638603","ZVL ","Vente libre         ",2018-12-06,36000,0,0,36000,0,0,0,84000,36000
"6735","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11102411","Davita Robbings","21733079","ZVL ","Vente libre         ",2020-06-19,36000,36000,24000,96000,0,0,0,24000,96000
"4367","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,161,1984.5,319504.5,"10676438","Gaby Barrus","21492450","ZVL ","Vente libre         ",2017-03-30,118000,118000,83504.5,319504.5,0,0,0,0,319504.5
"3264","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,110,1000,110000,"11067205","Millie Cotmore","21652478","ZVL ","Vente libre         ",2019-02-14,55000,0,0,55000,0,0,0,55000,55000
"4356","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,114,1929,219906,"10600765","Cindie Loffill","21213248","ZVL ","Vente libre         ",2014-01-17,219906,0,0,219906,0,0,0,0,219906
"3983","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,131,1837.5,240712.5,"10614637","Kimmi Dafter","21217306","ZVL ","Vente libre         ",2012-10-17,70000,64000,0,134000,0,0,0,106712.5,134000
"2984","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,142,1155,164010,"10625201","Aubrey Landreth","21222280","ZVL ","Vente libre         ",2015-07-29,41000,41000,0,82000,0,0,0,82010,82000
"1356","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,500,60000,"10621031","Cindie Loffill","21733401","ZVL ","Vente libre         ",2020-06-25,30000,15000,15000,60000,0,0,0,0,60000
"4542","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,134,615.67,82500,"10590792","Anya Node","21657341","ZVL ","Vente libre         ",2019-05-07,59280,0,0,59280,0,0,0,23220,59280
"3499","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11023978","Even Hinsch","21616701","ZVL ","Vente libre         ",2017-11-14,34000,17000,0,51000,0,0,0,17000,51000
"2319","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC HABITAT      ",1,3,246,1479.67,364000,"10600027","Damiano McLugish","21217962","ZVL ","Vente libre         ",2014-08-06,138240,76000,136000,350240,0,0,0,13760,350240
"4339","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,133,1736.1,230901.3,"10619679","Gino Weare","21231196","ZVL ","Vente libre         ",2013-09-10,64139.25,64139.25,102622.8,230901.3,0,0,0,0,230901.3
"3390","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,3,256,1957.5,501120,"10999655","Sammy Goodluck","21618759","ZVL ","Vente libre         ",2017-12-19,125280,0,0,125280,0,0,0,375840,125280
"1629","180330.01",1805,"Taourirt                      ","19141-ZAE TAOURIRT                      ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,240,900,216000,"11110639","Brig Rawling","21738526","ZVL ","Vente libre         ",2020-10-09,30000,0,0,30000,0,0,0,186000,30000
"3718","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,100,950,95000,"11014577","Regen Simmings","21609858","ZVL ","Vente libre         ",2017-07-26,47500,23750,0,71250,0,0,0,23750,71250
"3377","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,3,256,1755,449280,"10597053","Gabriell Gerg","21231074","ZVL ","Vente libre         ",2014-12-29,112320,112320,0,224640,0,0,0,224640,224640
"4870","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.7,1400,133980,"11079432","Cecile Schach","21659956","ZVL ","Vente libre         ",2019-07-13,40194,40194,53592,133980,0,0,0,0,133980
"6643","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11058271","Emmalee Brockwell","21637957","ZVL ","Vente libre         ",2018-11-28,36000,36000,24000,96000,0,0,0,24000,96000
"2331","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4                  ",1,2,367,2000,734000,"11122611","Ivy Seargeant","21745879","ZVL ","Vente libre         ",2021-03-15,367000,0,0,367000,0,0,0,367000,367000
"6817","180621.02",1802,"Berkane                       ","RESIDENCE FERMEE R+1 GREEN HOUSE SAIDIA ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,155.6,3888.17,605000,"10589283","Ansel Farfoot","21635264","ZVL ","Vente libre         ",2018-10-09,242000,80000,50000,372000,0,0,0,233000,372000
"1351","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,465,55800,"11099450","Renado Debney","21731409","ZVL ","Vente libre         ",2020-03-10,55800,0,0,55800,0,0,0,0,55800
"5692","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,285.1,1400,399140,"11082216","Marmaduke Smeuin","21661170","ZVL ","Vente libre         ",2019-08-07,133000,133000,0,266000,0,0,0,133140,266000
"2531","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10590324","Hank Arnholdt","21218141","ZVL ","Vente libre         ",2013-09-20,18200,18200,18200,54600,0,0,0,7000,54600
"2893","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,168,1265,212520,"11061046","Ardath Lempel","21640039","ZVL ","Vente libre         ",2018-12-26,74663,0,0,74663,0,0,0,137857,74663
"102","180018.01",1804,"Jerada-Figuig                 ","99501-RYAD BOUARFA                      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA BANDE          ",1,2,199,750,149250,"10994759","Clevie Chidwick","21496294","ZVL ","Vente libre         ",2017-06-13,75500,35000,39500,150000,0,0,750,0,150000
"3362","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,192,1312.5,252000,"11017947","Tripp Gowers","21612443","ZVL ","Vente libre         ",2017-08-30,63000,0,0,63000,0,0,0,189000,63000
"3490","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11014761","Atalanta Franek","21609978","ZVL ","Vente libre         ",2017-07-27,34000,0,0,34000,0,0,0,34000,34000
"4092","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,164,2200,360800,"10613268","Alex BoHlingolsen","21214468","ZVL ","Vente libre         ",2012-06-14,109000,0,0,109000,0,0,0,251800,109000
"2051","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1155,144375,"10602531","Lilla Jolliffe","21220420","ZVL ","Vente libre         ",2014-10-08,36093.75,36093.75,36093.75,108281.25,0,0,0,36093.75,108281.25
"1606","180315.01",1803,"Nador - Driouch               ","12121-AL IRFANE V.ECO.TR1               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT  STANDING VILLA SEMI ",1,3,319,3288.89,1049155.27,"10585685","Merissa Cheshir","21230397","ZVL ","Vente libre         ",2014-03-28,6e+05,0,0,6e+05,0,0,0,449155.27,6e+05
"5700","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,233.4,1450,338430,"11109786","Maddie Aked","21739216","ZVL ","Vente libre         ",2020-10-26,101529,84607.5,152293.5,338430,0,0,0,0,338430
"2857","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,110,1375,151250,"10629120","Angele Tirone","21226104","ZVL ","Vente libre         ",2014-08-11,37812.5,37812.5,37812.5,113437.5,0,0,0,37812.5,113437.5
"2763","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,69,840,57960,"10620511","Katharina Manueau","21227495","ZVL ","Vente libre         ",2013-11-13,16100,16100,0,32200,0,0,0,25760,32200
"6196","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1700,170000,"11068706","Ludwig Caramuscia","21653114","ZVL ","Vente libre         ",2019-02-27,51000,51000,0,102000,0,0,0,68000,102000
"4907","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,90.7,1400,126980,"11079686","Jamill Letford","21660370","ZVL ","Vente libre         ",2019-07-18,38094,38094,0,76188,0,0,0,50792,76188
"6909","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,80.7,4832.71,390000,"11062533","Selestina Kierans","21648662","ZVL ","Vente libre         ",2019-01-15,97500,97500,195000,390000,0,0,0,0,390000
"10","180011.01",1802,"Berkane                       ","5381-C COM SAIDIA                       ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,3,13,17692.31,230000,"10629298","Annadiana Chase","21214343","ZVL ","Vente libre         ",2015-07-08,30000,50000,0,80000,0,0,0,150000,80000
"5492","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,184.4,2400,442560,"11116259","Leonardo Roome","21742539","ZVL ","Vente libre         ",2020-12-31,1e+05,110640,231920,442560,0,0,0,0,442560
"5065","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"11079417","Stanislaw Thoday","21660181","ZVL ","Vente libre         ",2019-07-16,40194,40194,0,80388,0,0,0,53592,80388
"317","180127.01",1804,"Jerada-Figuig                 ","15201-GHIZLANE TENDRARA                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,159,375,59625,"10614337","Jerrilyn Pinkett","21215680","ZVL ","Vente libre         ",2014-09-09,29812.5,0,0,29812.5,0,0,0,29812.5,29812.5
"3681","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,120,950,114000,"11032282","Conant Hackley","21622133","ZVL ","Vente libre         ",2018-02-12,57000,0,0,57000,0,0,0,57000,57000
"3598","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11014963","Clayson Fieldhouse","21610193","ZVL ","Vente libre         ",2017-07-31,34000,17000,0,51000,0,0,0,17000,51000
"3140","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,140,1155,161700,"11045075","Katya Coughlin","21629688","ZVL ","Vente libre         ",2018-06-25,40425,0,0,40425,0,0,0,121275,40425
"1970","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,127,1265,160655,"10616875","Ardelle Molian","21219280","ZVL ","Vente libre         ",2014-10-08,40163.75,40163.75,40163.75,120491.25,0,0,0,40163.75,120491.25
"2480","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10627618","Janis Skellen","21215851","ZVL ","Vente libre         ",2013-09-18,14700,14700,14700,44100,0,0,0,11900,44100
